Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,artist_emb_0,artist_emb_1,artist_emb_2,artist_emb_3,artist_emb_4,artist_emb_5,artist_emb_6,artist_emb_7,artist_emb_8,artist_emb_9,artist_emb_10,artist_emb_11,artist_emb_12,artist_emb_13,artist_emb_14,artist_emb_15
-0.02980152831298008,0.8935624111536233,0.03211721186647807,2.0,0.01905670915004345,0,0.21771756545300633,-0.5302870095136442,-0.3431623786865763,0.072540317337384,0.6206301843096903,-1.10809686665664,-0.10300542906928184,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
-1.7723799263375912,-0.49607110447933245,0.485585271884722,2.0,-0.08910687845643687,1,-0.6213164043020944,0.5943331915756359,2.724704374029158,0.7061481456397919,0.16127836211593746,1.3659814312317127,0.8636741982402327,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
2.061292549316553,0.6820964413833913,-1.5740920848336575,2.0,-0.8358350107925965,1,-0.6390285572700682,1.914196159459389,-0.4951573334395339,-0.5297436059720404,-0.7866567618657164,-0.6339194036688152,0.27179332094871905,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
0.43488604449358287,-0.38127529231834933,0.6932482152575624,6.0,0.8909302476369193,1,-0.49795338532264566,-0.8487328794315585,-0.5145333837734392,-0.4473908053835619,0.8377783184376464,-0.903780074629543,0.1510577324635302,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
-1.2496064069302077,1.1533634597284805,0.2821603477643881,1.0,0.23803453614805825,0,2.4527059987546895,-0.24712371526777838,-0.4951573334395339,-0.8894542664888366,1.330537545881854,-1.5798706026794402,-1.0426347546838324,4,0.9192607,0.096556224,-0.85954493,0.63963836,0.04376044,-0.83842385,-0.30914265,-0.27245316,-0.042538773,0.10498275,-0.053748034,0.3927719,-0.9128298,0.92531484,0.6038816,-0.890245
0.7253157774976847,0.5552168595212518,0.9009111586304033,2.0,0.8269194515916399,0,-0.6213164043020944,-0.39179699266470985,0.5350810105537525,-0.6410755323713305,-1.8285502131142741,-0.39578115758454013,0.16565429645310406,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
1.6546909231108107,-1.1788040925946548,0.9009111586304033,11.0,0.8260991860960226,0,1.5025006167316388,-0.7043023675693667,-0.4951573334395339,-0.507203381677144,-0.3314808653282704,1.5728035161519334,-0.0784320502296914,4,-0.8538742,-0.8762852,-0.88135546,0.0031268543,-0.88434786,-0.83558404,0.7827558,0.8861995,0.27315998,-0.90915644,0.8753939,-0.83142114,-0.90768373,0.10991307,0.9166569,0.03743222
0.8995736173001458,0.8271016777972652,0.9136252163879242,8.0,1.1953310263140322,0,-0.2876350639040536,-0.5356223727470435,-0.4951573334395339,-0.3584647543630513,1.1802042222548075,1.6010726994729985,0.18955948215031465,4,-0.8538742,-0.8762852,-0.88135546,0.0031268543,-0.88434786,-0.83558404,0.7827558,0.8861995,0.27315998,-0.90915644,0.8753939,-0.83142114,-0.90768373,0.10991307,0.9166569,0.03743222
-1.0753485671277467,-1.2452648259510133,0.26097025150185327,6.0,-0.2748925108366217,0,1.7576493174888188,-0.6817468902868586,-0.4951573334395339,-0.46230397957106806,0.3241394627119041,-1.8107638125592753,0.4237150962687749,4,0.9192607,0.096556224,-0.85954493,0.63963836,0.04376044,-0.83842385,-0.30914265,-0.27245316,-0.042538773,0.10498275,-0.053748034,0.3927719,-0.9128298,0.92531484,0.6038816,-0.890245
-0.3783172079179023,-0.15168366799638247,0.36268271356202025,5.0,1.2275593609446458,0,0.1018072813510665,-0.7034491206802067,-0.3503456617280887,-0.743094805438506,0.7417320283425889,0.9252191585886672,-0.20730116213764202,4,-0.93389964,0.8459503,-0.892448,-0.91316926,0.6778647,-0.8976707,0.9243042,0.85092795,0.68248945,0.6695382,0.7410745,0.43197873,0.82541466,-0.8285112,0.8893529,-0.38749954
